订单编号,日期,省,订单量,单价,销售额
5d58-445d-bf00-4cc02b3e892d,2020-04-10,湖北,31.0,50.0,1550.0
49f6-4bd5-97a5-aeb075a1c8c3,2020-04-10,广东,13.0,50.0,650.0
f8f3-49fa-9735-c04e105ac10f,2020-04-10,湖北,46.0,50.0,2300.0
df28-4ffa-8c7c-f27b309fc105,2020-04-10,湖南,8.0,50.0,400.0
19d4-41cf-92b4-3ab931eb4f4c,2020-04-10,湖北,31.0,50.0,1550.0
f33a-4295-976e-d97130aac775,2020-04-10,湖北,45.0,50.0,2250.0
34f7-44fd-b2f7-8ccb4b113d5e,2020-04-10,湖南,5.0,50.0,250.0
93e4-49b5-8c8b-7c94c10d5287,2020-04-10,湖南,9.0,50.0,450.0
0d07-484e-bb7e-875daeb706cb,2020-04-10,湖北,44.0,50.0,2200.0
c6b5-49c1-b8b8-a2dbf5ec95d3,2020-04-10,湖北,41.0,50.0,2050.0
7b1f-49d1-991e-6480ffe0c6c4,2020-04-10,广东,15.0,50.0,750.0
7941-4e74-8e0f-2c35aed523e3,2020-04-10,湖北,33.0,50.0,1650.0
70f3-4461-9b5f-7f53a55c51b6,2020-04-10,其他,5.0,50.0,250.0
b813-495f-9402-3d8502ca7898,2020-04-10,湖北,37.0,50.0,1850.0
1423-4c8f-9286-760fca4924d4,2020-04-10,湖北,30.0,50.0,1500.0
40d9-4d97-ab33-68baaea17fc7,2020-04-10,湖北,42.0,50.0,2100.0
2234-4436-a7f1-f62d89ea8671,2020-04-10,湖北,42.0,50.0,2100.0
ab75-4dee-9846-c07d833fd31c,2020-04-10,湖北,33.0,50.0,1650.0
eaf5-4cac-9ab2-e68fb9f41cb4,2020-04-10,湖北,39.0,50.0,1950.0
6f36-41bb-a8ad-f508be4dcb97,2020-04-10,其他,4.0,50.0,200.0
e69b-4334-a847-8761c5586b3d,2020-04-10,广东,14.0,50.0,700.0
9325-4298-b1f8-69be1ca6cf3a,2020-04-10,其他,2.0,50.0,100.0
4e60-4e77-8299-8c050c1bbee4,2020-04-10,湖北,43.0,50.0,2150.0
2472-4da8-99a6-385f171ebf18,2020-04-10,湖北,32.0,50.0,1600.0
6b12-47ed-a158-8f06a942ff9c,2020-04-10,广东,11.0,50.0,550.0
74de-4ae2-b616-551753cb73e5,2020-04-10,湖北,38.0,50.0,1900.0
3044-46ce-8e64-5bf449fce96b,2020-04-10,湖北,38.0,50.0,1900.0
6465-4aaa-be01-d418cb5f0b81,2020-04-10,广东,12.0,50.0,600.0
05b6-4b61-90e7-788eb5228a49,2020-04-10,湖北,33.0,50.0,1650.0
e17c-442f-9dcd-e650e62468f5,2020-04-10,湖北,50.0,50.0,2500.0
0e3b-4c87-989f-f9ffd2105d57,2020-04-10,广东,12.0,50.0,600.0
6e17-4420-b512-cf504e8cf082,2020-04-10,湖北,36.0,50.0,1800.0
00f8-4853-9d4f-f22ebffb480e,2020-04-10,湖北,32.0,50.0,1600.0
224d-4b9c-b028-daa8a0e240ec,2020-04-10,湖北,37.0,50.0,1850.0
0fe6-4cf8-95d8-22f3adb6416c,2020-04-10,湖北,36.0,50.0,1800.0
d2f1-4905-a0d9-b149ad7b1add,2020-04-10,湖北,39.0,50.0,1950.0
c65c-4447-9dde-f6b4ef2d457b,2020-04-10,广东,12.0,50.0,600.0
3e47-4173-84d7-b1720f6e3871,2020-04-10,湖北,44.0,50.0,2200.0
3e47-4173-84d7-b1720f6e3871,2020-04-10,河南,1.0,50.0,50.0
626f-4db9-8bfc-f54bcd84587f,2020-04-10,湖北,46.0,50.0,2300.0
efd2-4f73-9653-1baf794e99a6,2020-04-10,湖北,43.0,50.0,2150.0
4377-475c-9e08-1e3d25970ffb,2020-04-10,广东,999999999.0,999999999.0,999999999.0
87b3-4054-a811-a21d7856d8c0,2020-04-10,湖北,42.0,50.0,2100.0
9325-4298-b1f8-69be1ca6cf3a,2020-04-10,湖北,49.0,50.0,2450.0
8cad-41ee-85b7-c59b85f0ebe6,2020-04-10,湖北,32.0,50.0,1600.0
7b2f-46ea-b5ac-17e235db4350,2020-04-10,湖北,42.0,50.0,2100.0
2d6d-4969-b029-4d8f6b1cf1c7,2020-04-10,广东,13.0,50.0,650.0
74de-4ae2-b616-551753cb73e5,2020-04-10,湖南,7.0,50.0,350.0
02d1-47f0-81f2-5542cd912013,2020-04-10,湖北,35.0,50.0,1750.0
dcc0-4ff6-89c5-3abbb6846c28,2020-04-10,湖北,44.0,50.0,2200.0
0065-4a4f-b811-62c95c2ea1e0,2020-04-10,湖北,35.0,50.0,1750.0
67f3-48b0-bfcb-743da1d39d2c,2020-04-10,湖北,35.0,50.0,1750.0
b7fe-4683-8e0a-eb8b8f17d1bf,2020-04-10,湖北,35.0,50.0,1750.0
0fad-43c0-89cd-ae89ce09a181,2020-04-10,湖北,48.0,50.0,2400.0
3d4a-4cc0-a84e-e98800c2467b,2020-04-10,湖北,49.0,50.0,2450.0
65da-4b62-96c9-837c242f79ec,2020-04-10,湖北,44.0,50.0,2200.0
357e-41b2-bc3e-0a827002f415,2020-04-10,广东,12.0,50.0,600.0
e54c-4c1a-bf97-c8cd02094d83,2020-04-10,湖南,10.0,50.0,500.0
c070-469e-b3f1-a8eea74a6b94,2020-04-10,湖北,34.0,50.0,1700.0
7a26-486e-83ab-d9bb9c797f99,2020-04-10,湖北,43.0,50.0,2150.0
7ab5-463e-a79b-a1a394dc4aca,2020-04-10,湖北,43.0,50.0,2150.0
b7a2-4e85-88b0-b081846e75a2,2020-04-10,湖北,50.0,50.0,2500.0
55fa-477a-9d2a-0be73b27ce09,2020-04-10,湖北,35.0,50.0,1750.0
59c4-4da7-9b09-bbae4a281498,2020-04-10,其他,3.0,50.0,150.0
ab38-4b37-ae73-c1daa39958be,2020-04-10,湖南,6.0,50.0,300.0
8381-4f24-b565-aa8be33f7839,2020-04-10,河南,2.0,50.0,100.0
5380-4ad5-90e6-ed398c38a867,2020-04-10,湖北,39.0,50.0,1950.0
a88e-4374-9529-159455775099,2020-04-10,湖北,43.0,50.0,2150.0
2646-41e3-8b1e-457a4016b5c9,2020-04-10,湖北,42.0,50.0,2100.0
0232-4554-ab15-586c752f4520,2020-04-10,湖南,10.0,50.0,500.0
7f00-448c-9007-21b2e056ad01,2020-04-10,湖北,37.0,50.0,1850.0
46d2-4345-843d-8471b087e1ed,2020-04-10,湖北,43.0,50.0,2150.0
12cf-4fe3-9293-0c053eaba87f,2020-04-10,湖北,35.0,50.0,1750.0
55b1-4666-9bf8-93f037a92315,2020-04-10,湖北,44.0,50.0,2200.0
bc51-418d-a5f9-4b862f337ba5,2020-04-10,湖北,44.0,50.0,2200.0
39b9-4844-9817-53648aa43a68,2020-04-10,湖北,48.0,50.0,2400.0
0ed0-4d07-b34c-2a82e1fa77be,2020-04-10,湖北,50.0,50.0,2500.0
8381-4f24-b565-aa8be33f7839,2020-04-10,湖北,39.0,50.0,1950.0
9230-49f2-8010-ea95320dc34d,2020-04-10,广东,10.0,50.0,500.0
7d67-4bf6-a5c9-b5e2f762e211,2020-04-10,湖北,37.0,50.0,1850.0
b266-480c-bd80-16e9f16eedd2,2020-04-10,湖北,33.0,50.0,1650.0
9f90-4ecc-b1e5-9797f71b4722,2020-04-10,湖北,44.0,50.0,2200.0
6f36-41bb-a8ad-f508be4dcb97,2020-04-10,湖北,49.0,50.0,2450.0
5344-4c93-8b0e-67e411a03aae,2020-04-10,湖北,42.0,50.0,2100.0
ddad-4a0e-a10f-d6116b2d0876,2020-04-10,湖北,36.0,50.0,1800.0
4ee9-4e0f-8f98-d4a7da7bfdd3,2020-04-10,湖北,35.0,50.0,1750.0
4ee9-4e0f-8f98-d4a7da7bfdd3,2020-04-10,河南,4.0,50.0,200.0
b266-480c-bd80-16e9f16eedd2,2020-04-10,湖南,5.0,50.0,250.0
dd70-48f6-b5d7-2d9e9a1559b9,2020-04-10,湖北,42.0,50.0,2100.0
9cc8-4542-8fed-3145e1942504,2020-04-10,湖北,32.0,50.0,1600.0
647f-4b2e-8136-cb8e319f14e1,2020-04-10,湖北,37.0,50.0,1850.0
3e47-4173-84d7-b1720f6e3871,2020-04-10,其他,5.0,50.0,250.0
43de-4eaf-a228-3e8fbc52d14c,2020-04-10,湖北,42.0,50.0,2100.0
65f2-4b2a-8ac8-d26c9bc6a97b,2020-04-10,湖北,44.0,50.0,2200.0
65e2-432e-b7b7-b71708aa7f72,2020-04-10,湖北,46.0,50.0,2300.0
88d2-4b6e-aca6-f0ac11f828a0,2020-04-10,湖北,36.0,50.0,1800.0
aa10-4d75-9313-4e6d69ccb609,2020-04-10,湖北,35.0,50.0,1750.0
00dd-410b-a7d1-8e46e5f1a7cd,2020-04-10,广东,10.0,50.0,500.0
49f0-4397-9118-6de4eddcebba,2020-04-10,湖北,34.0,50.0,1700.0
fef7-42f7-b9f4-031b12717c60,2020-04-10,湖南,10.0,50.0,500.0
87b3-4054-a811-a21d7856d8c0,2020-04-10,湖南,7.0,50.0,350.0
f669-4f65-8456-6daddad292d5,2020-04-10,湖北,43.0,50.0,2150.0
87af-48e5-8bed-c5dcf9ecc172,2020-04-10,湖北,32.0,50.0,1600.0
4ff9-4753-8514-fa0ebee83d8f,2020-04-10,湖北,35.0,50.0,1750.0
5ebb-41a7-8159-b62a27cb8f13,2020-04-10,湖北,45.0,50.0,2250.0
c295-47d9-b6f3-ba58fbe08e32,2020-04-10,湖北,48.0,50.0,2400.0
0d5c-40ea-91c7-d3386e8cd940,2020-04-10,湖北,34.0,50.0,1700.0
f923-469f-9f3e-6d78391d7aef,2020-04-10,其他,4.0,50.0,200.0
d36a-444c-a644-0c89429632db,2020-04-10,湖北,44.0,50.0,2200.0
bc51-418d-a5f9-4b862f337ba5,2020-04-10,湖南,0.0,50.0,0.0
8cad-41ee-85b7-c59b85f0ebe6,2020-04-10,广东,15.0,50.0,750.0
c72a-401d-8f11-39becb49d442,2020-04-10,广东,15.0,50.0,750.0
d2c0-4216-9663-c110ba6856c3,2020-04-10,广东,14.0,50.0,700.0
b5a0-4e0b-99af-144c78ad63bf,2020-04-10,湖北,46.0,50.0,2300.0
a10d-4f2b-871b-4f80c11c9af9,2020-04-10,湖北,48.0,50.0,2400.0
9b6c-4cf0-ab49-7951a92f37b2,2020-04-10,广东,15.0,50.0,750.0
2b31-4392-be6e-19af71e40261,2020-04-10,其他,5.0,50.0,250.0
93e4-49b5-8c8b-7c94c10d5287,2020-04-10,广东,11.0,50.0,550.0
7b1f-49d1-991e-6480ffe0c6c4,2020-04-10,江苏,0.0,50.0,0.0
7e38-4ecc-b04f-c54907c822d4,2020-04-10,湖北,50.0,50.0,2500.0
357e-41b2-bc3e-0a827002f415,2020-04-10,湖北,30.0,50.0,1500.0
4613-4c96-8974-18958a379213,2020-04-10,广东,15.0,50.0,750.0
43de-4eaf-a228-3e8fbc52d14c,2020-04-10,河南,4.0,50.0,200.0
4148-4c8f-88f9-8eca85840cd8,2020-04-10,湖北,33.0,50.0,1650.0
5021-4b39-8721-11dcf7b53141,2020-04-10,其他,4.0,50.0,200.0
eed4-4fc6-b2e5-3d12b58a0fa8,2020-04-10,广东,10.0,50.0,500.0
022d-414d-a899-76df65d8b427,2020-04-10,湖北,48.0,50.0,2400.0
1bec-425f-85fa-2ddc6d59059d,2020-04-10,广东,15.0,50.0,750.0
9cc8-4542-8fed-3145e1942504,2020-04-10,广东,15.0,50.0,750.0
ed9a-4598-974a-7214662a7a53,2020-04-10,湖北,47.0,50.0,2350.0
91a2-48e1-9c15-0cbc5838e7ca,2020-04-10,广东,10.0,50.0,500.0
70f3-4461-9b5f-7f53a55c51b6,2020-04-10,河南,4.0,50.0,200.0
384f-439c-8cd4-54c29eb0b52b,2020-04-10,湖北,35.0,50.0,1750.0
24ed-44c4-9b38-25e3cfb7eec8,2020-04-10,湖北,31.0,50.0,1550.0
2493-4ad3-a7fd-83137cd72d0b,2020-04-10,湖南,7.0,50.0,350.0
9230-49f2-8010-ea95320dc34d,2020-04-10,湖北,30.0,50.0,1500.0
8b9e-46bb-98b7-5d4ba1d5655d,2020-04-10,湖北,33.0,50.0,1650.0
136f-44b2-b4bd-14f4b4811c06,2020-04-10,湖北,37.0,50.0,1850.0
df28-4ffa-8c7c-f27b309fc105,2020-04-10,湖北,32.0,50.0,1600.0
cf02-4029-95f1-ea0aad767602,2020-04-10,湖北,36.0,50.0,1800.0
0fad-47ba-9927-2000c96f2e8a,2020-04-10,湖北,44.0,50.0,2200.0
f23d-437a-88e8-6aef90bf53d9,2020-04-10,湖北,33.0,50.0,1650.0
b2d6-4a60-98cc-ab0ab480f52d,2020-04-10,广东,11.0,50.0,550.0
2f39-4ff5-af27-fb5b0cf83acd,2020-04-10,湖北,49.0,50.0,2450.0
87af-48e5-8bed-c5dcf9ecc172,2020-04-10,江苏,0.0,50.0,0.0
4ee9-4e0f-8f98-d4a7da7bfdd3,2020-04-10,其他,3.0,50.0,150.0
f2d9-4e31-abfa-df5e3ecc77b4,2020-04-10,湖北,31.0,50.0,1550.0
c805-485d-9923-deeb366940e8,2020-04-10,湖北,32.0,50.0,1600.0
3829-4f49-979c-b2d54eab7a98,2020-04-10,广东,12.0,50.0,600.0
c72a-401d-8f11-39becb49d442,2020-04-10,湖北,31.0,50.0,1550.0
0766-4d56-8143-62d98a8bdcb3,2020-04-10,湖北,43.0,50.0,2150.0
7f00-448c-9007-21b2e056ad01,2020-04-10,湖南,9.0,50.0,450.0
fa39-4952-bf8a-1e9cf96ac72c,2020-04-10,湖北,33.0,50.0,1650.0
535a-4eca-8fa0-9cc54c66e11d,2020-04-10,湖北,44.0,50.0,2200.0
1265-4d27-a5c6-d3d6f44cd594,2020-04-10,其他,4.0,50.0,200.0
fa85-4a2e-8e39-4f4dd3e2494f,2020-04-10,广东,13.0,50.0,650.0
f327-48fe-8c75-f091dc45bbdf,2020-04-10,广东,15.0,50.0,750.0
d664-46eb-8b9b-23bde19f1b7e,2020-04-10,广东,10.0,50.0,500.0
43e2-4f1f-ae55-3cb5d2535479,2020-04-10,广东,15.0,50.0,750.0
13e4-48b9-b820-0d1b9d814cb9,2020-04-10,湖北,43.0,50.0,2150.0
0ae9-4a73-9051-931b5b93a010,2020-04-10,湖北,47.0,50.0,2350.0
1505-4fdd-b1f6-81032342509e,2020-04-10,湖北,49.0,50.0,2450.0
9345-4232-8b2e-432a100826f1,2020-04-10,湖北,34.0,50.0,1700.0
cf02-4029-95f1-ea0aad767602,2020-04-10,广东,14.0,50.0,700.0
d707-4d5c-ac10-59d3fd3dc0bb,2020-04-10,湖南,10.0,50.0,500.0
b4ba-443e-acb9-7580a1aaba50,2020-04-10,湖北,31.0,50.0,1550.0
9ea7-488a-8976-f0c5d4730ef8,2020-04-10,湖北,32.0,50.0,1600.0
5021-4b39-8721-11dcf7b53141,2020-04-10,湖南,10.0,50.0,500.0
7512-4ff7-bc94-7f1bb3b25ae6,2020-04-10,湖北,30.0,50.0,1500.0
055a-441a-a861-54b6011c047d,2020-04-10,湖北,41.0,50.0,2050.0
4ee9-4e0f-8f98-d4a7da7bfdd3,2020-04-10,湖南,8.0,50.0,400.0
ae6e-4884-a027-6bff5b41cfae,2020-04-10,湖北,36.0,50.0,1800.0
953f-4b46-a8a2-0eb0e39818a8,2020-04-10,湖南,9.0,50.0,450.0
dd85-4865-920a-a6a14f50f97f,2020-04-10,其他,5.0,50.0,250.0
535a-4eca-8fa0-9cc54c66e11d,2020-04-10,河南,1.0,50.0,50.0
a415-4c7a-a9a2-ff39ac12a91b,2020-04-10,广东,12.0,50.0,600.0
9ea8-4ae8-9b5d-00e70e7c3e12,2020-04-10,河南,5.0,50.0,250.0
d5ab-429c-bd2f-ea4cd835d2a1,2020-04-10,河南,4.0,50.0,200.0
4aa8-4f45-a39b-3be4d717f4b9,2020-04-10,湖北,34.0,50.0,1700.0
8381-4f24-b565-aa8be33f7839,2020-04-10,其他,4.0,50.0,200.0
8c25-4c4b-b9b9-3cfb013758d8,2020-04-10,湖北,49.0,50.0,2450.0
9968-426a-b085-77dcd6259e4f,2020-04-10,湖北,31.0,50.0,1550.0
7b1f-49d1-991e-6480ffe0c6c4,2020-04-10,其他,1.0,50.0,50.0
f923-469f-9f3e-6d78391d7aef,2020-04-10,湖南,7.0,50.0,350.0
ea43-41d4-85ce-ac557176d69c,2020-04-10,湖北,46.0,50.0,2300.0
59c4-4da7-9b09-bbae4a281498,2020-04-10,湖南,7.0,50.0,350.0
a415-4c7a-a9a2-ff39ac12a91b,2020-04-10,湖北,44.0,50.0,2200.0
d5ab-429c-bd2f-ea4cd835d2a1,2020-04-10,广东,15.0,50.0,750.0
bbc9-4c9e-bacd-bfbf532fc595,2020-04-10,湖北,45.0,50.0,2250.0
4ac8-419c-b647-5dbd7a49fd94,2020-04-10,湖北,43.0,50.0,2150.0
31d3-43b4-8714-923e83545f88,2020-04-10,湖北,47.0,50.0,2350.0
08da-410b-bc0e-caad55ae4b45,2020-04-10,湖北,38.0,50.0,1900.0
8dde-4add-8101-6ca42ebf1cea,2020-04-11,湖北,40.0,50.0,2000.0
9cc8-4542-8fed-3145e1942504,2020-04-11,河南,1.0,50.0,50.0
9230-49f2-8010-ea95320dc34d,2020-04-11,湖南,6.0,50.0,300.0
fef9-447d-8b1f-13c3e3e09d75,2020-04-11,湖北,41.0,50.0,2050.0
3acb-4998-8c6d-0df5a3488ffb,2020-04-11,湖北,43.0,50.0,2150.0
8381-4f24-b565-aa8be33f7839,2020-04-11,湖南,6.0,50.0,300.0
7b2f-46ea-b5ac-17e235db4350,2020-04-11,湖北,49.0,50.0,2450.0
c6fa-4cf4-8434-b9ae4027783e,2020-04-11,湖北,47.0,50.0,2350.0
2b4e-4746-a921-32f572622e47,2020-04-11,广东,10.0,50.0,500.0
2b4e-4746-a921-32f572622e47,2020-04-11,湖北,36.0,50.0,1800.0
7147-41a7-b0de-87a19977cecd,2020-04-11,湖南,7.0,50.0,350.0
7941-4e74-8e0f-2c35aed523e3,2020-04-11,湖北,45.0,50.0,2250.0
55fa-477a-9d2a-0be73b27ce09,2020-04-11,湖北,30.0,50.0,1500.0
0c02-4633-add6-36f852f86699,2020-04-11,湖北,38.0,50.0,1900.0
08da-410b-bc0e-caad55ae4b45,2020-04-11,湖北,41.0,50.0,2050.0
2493-4ad3-a7fd-83137cd72d0b,2020-04-11,湖北,43.0,50.0,2150.0
b22f-4967-94f1-f207c7569e50,2020-04-11,湖北,44.0,50.0,2200.0
87af-48e5-8bed-c5dcf9ecc172,2020-04-11,其他,4.0,50.0,200.0
4e60-4e77-8299-8c050c1bbee4,2020-04-11,湖北,34.0,50.0,1700.0
9d62-4958-8b1b-80ec08ecbe5f,2020-04-11,湖北,44.0,50.0,2200.0
12ec-4b79-8627-9c45575b8132,2020-04-11,湖北,49.0,50.0,2450.0
5344-4c93-8b0e-67e411a03aae,2020-04-11,湖北,48.0,50.0,2400.0
5021-4b39-8721-11dcf7b53141,2020-04-11,河南,2.0,50.0,100.0
ab26-4420-bb91-cd90de97c759,2020-04-11,湖北,45.0,50.0,2250.0
b373-4f30-a5e7-a6c711cf0ec6,2020-04-11,湖北,49.0,50.0,2450.0
b266-480c-bd80-16e9f16eedd2,2020-04-11,湖南,7.0,50.0,350.0
5118-497d-aa1e-3142d8e49a4f,2020-04-11,湖北,40.0,50.0,2000.0
0ae9-4a73-9051-931b5b93a010,2020-04-11,湖北,35.0,50.0,1750.0
00dd-410b-a7d1-8e46e5f1a7cd,2020-04-11,广东,15.0,50.0,750.0
0232-4554-ab15-586c752f4520,2020-04-11,湖北,44.0,50.0,2200.0
70f3-4461-9b5f-7f53a55c51b6,2020-04-11,江苏,1.0,50.0,50.0
f923-469f-9f3e-6d78391d7aef,2020-04-11,广东,13.0,50.0,650.0
6299-482e-a150-a5bee0e02e85,2020-04-11,湖北,45.0,50.0,2250.0
70f3-4461-9b5f-7f53a55c51b6,2020-04-11,广东,11.0,50.0,550.0
bc63-4bf2-bf30-d0210bf4704c,2020-04-11,湖南,9.0,50.0,450.0
4c29-42aa-a397-f449650ff93b,2020-04-11,湖北,49.0,50.0,2450.0
8a7c-4afb-913c-ea7f9fbb869e,2020-04-11,湖北,46.0,50.0,2300.0
9230-49f2-8010-ea95320dc34d,2020-04-11,广东,12.0,50.0,600.0
ddad-4a0e-a10f-d6116b2d0876,2020-04-11,湖北,32.0,50.0,1600.0
7ab5-463e-a79b-a1a394dc4aca,2020-04-11,湖北,38.0,50.0,1900.0
c65c-4447-9dde-f6b4ef2d457b,2020-04-11,湖南,6.0,50.0,300.0
b94a-4d42-aedc-a14ee582355f,2020-04-11,湖北,36.0,50.0,1800.0
3816-40e1-a4eb-3d092d2bc595,2020-04-11,湖北,35.0,50.0,1750.0
f35a-4e43-b0a1-49b0df78968e,2020-04-11,湖北,42.0,50.0,2100.0
4650-42be-9b26-fffb94e2ef50,2020-04-11,湖北,49.0,50.0,2450.0
65da-4b62-96c9-837c242f79ec,2020-04-11,湖北,49.0,50.0,2450.0
fa1c-48e9-a998-039c7cc91159,2020-04-11,广东,13.0,50.0,650.0
2abc-41f2-9723-8fb321879ed6,2020-04-11,湖北,45.0,50.0,2250.0
df28-4ffa-8c7c-f27b309fc105,2020-04-11,湖南,10.0,50.0,500.0
bc51-418d-a5f9-4b862f337ba5,2020-04-11,广东,14.0,50.0,700.0
953f-4b46-a8a2-0eb0e39818a8,2020-04-11,江苏,0.0,50.0,0.0
e404-4324-b4a4-736f6b9c5d09,2020-04-11,湖北,47.0,50.0,2350.0
022d-414d-a899-76df65d8b427,2020-04-11,广东,12.0,50.0,600.0
8c25-4c4b-b9b9-3cfb013758d8,2020-04-11,湖北,39.0,50.0,1950.0
7f00-448c-9007-21b2e056ad01,2020-04-11,湖南,8.0,50.0,400.0
fd13-4225-b4f8-f6d86275bd8c,2020-04-11,湖北,43.0,50.0,2150.0
317e-4f7b-bc2c-7d447a728a54,2020-04-11,广东,14.0,50.0,700.0
9d62-4958-8b1b-80ec08ecbe5f,2020-04-11,广东,15.0,50.0,750.0
8637-44df-9c4d-c6b50b55ad0e,2020-04-11,广东,11.0,50.0,550.0
f7df-49c1-a30b-cb9014339a75,2020-04-11,湖北,36.0,50.0,1800.0
9ea7-488a-8976-f0c5d4730ef8,2020-04-11,湖北,35.0,50.0,1750.0
7f00-448c-9007-21b2e056ad01,2020-04-11,广东,10.0,50.0,500.0
e253-4f3c-a9aa-2be645a040c4,2020-04-11,湖北,48.0,50.0,2400.0
357e-41b2-bc3e-0a827002f415,2020-04-11,广东,13.0,50.0,650.0
9506-44d6-871f-50944ec7238a,2020-04-11,湖北,36.0,50.0,1800.0
7430-484d-9bf4-3fbbeea0d147,2020-04-11,湖北,35.0,50.0,1750.0
3d4a-4cc0-a84e-e98800c2467b,2020-04-11,湖北,39.0,50.0,1950.0
43e2-4f1f-ae55-3cb5d2535479,2020-04-11,湖北,45.0,50.0,2250.0
9ea8-4ae8-9b5d-00e70e7c3e12,2020-04-11,湖南,8.0,50.0,400.0
8cad-41ee-85b7-c59b85f0ebe6,2020-04-11,其他,5.0,50.0,250.0
7c01-4668-a38f-06c7d6282758,2020-04-11,湖北,37.0,50.0,1850.0
7147-41a7-b0de-87a19977cecd,2020-04-11,湖北,45.0,50.0,2250.0
5c65-4408-a0f4-b0adefd96047,2020-04-11,湖北,31.0,50.0,1550.0
f202-45df-96e2-ca4e4c389624,2020-04-11,湖北,30.0,50.0,1500.0
2706-40e5-bfb0-7df1b4589362,2020-04-11,湖北,31.0,50.0,1550.0
dd85-4865-920a-a6a14f50f97f,2020-04-11,湖北,48.0,50.0,2400.0
bbc9-4c9e-bacd-bfbf532fc595,2020-04-11,湖北,39.0,50.0,1950.0
5a10-4c38-b4d6-537028c2fe65,2020-04-11,湖北,45.0,50.0,2250.0
b4ba-443e-acb9-7580a1aaba50,2020-04-11,广东,11.0,50.0,550.0
2234-4436-a7f1-f62d89ea8671,2020-04-11,湖北,48.0,50.0,2400.0
e5d2-4e06-8f0b-658498b586b0,2020-04-11,湖北,37.0,50.0,1850.0
2472-4da8-99a6-385f171ebf18,2020-04-11,湖北,34.0,50.0,1700.0
bc51-418d-a5f9-4b862f337ba5,2020-04-11,湖北,48.0,50.0,2400.0
4ee9-4e0f-8f98-d4a7da7bfdd3,2020-04-11,湖南,9.0,50.0,450.0
22aa-4e16-8ede-d7e72ff4f1e9,2020-04-11,湖北,45.0,50.0,2250.0
b908-43d4-9f15-17dbe8e01ea5,2020-04-11,湖北,42.0,50.0,2100.0
d664-46eb-8b9b-23bde19f1b7e,2020-04-11,湖北,39.0,50.0,1950.0
4d9a-44a7-b081-3907a09aa410,2020-04-11,湖北,49.0,50.0,2450.0
6f36-41bb-a8ad-f508be4dcb97,2020-04-11,河南,3.0,50.0,150.0
7b1f-49d1-991e-6480ffe0c6c4,2020-04-11,其他,5.0,50.0,250.0
70f3-4461-9b5f-7f53a55c51b6,2020-04-11,湖北,30.0,50.0,1500.0
88d2-4b6e-aca6-f0ac11f828a0,2020-04-11,湖南,8.0,50.0,400.0
d3ab-4964-9c00-c61b82917765,2020-04-11,湖北,32.0,50.0,1600.0
7d67-4bf6-a5c9-b5e2f762e211,2020-04-11,湖北,37.0,50.0,1850.0
c212-4d17-879f-1440ecfd4e52,2020-04-11,湖北,49.0,50.0,2450.0
e54c-4c1a-bf97-c8cd02094d83,2020-04-11,广东,10.0,50.0,500.0
4a0c-49e5-ac38-d296d3a04300,2020-04-11,湖北,49.0,50.0,2450.0
bb5b-4267-ad40-c0fb368f98b6,2020-04-11,湖南,10.0,50.0,500.0
ed9a-4598-974a-7214662a7a53,2020-04-11,湖北,38.0,50.0,1900.0
f8f3-49fa-9735-c04e105ac10f,2020-04-11,湖北,47.0,50.0,2350.0
2ab7-46f0-bb1f-b34812f48cd1,2020-04-11,湖北,46.0,50.0,2300.0
d664-46eb-8b9b-23bde19f1b7e,2020-04-11,广东,13.0,50.0,650.0
ca9e-4238-90a1-e99258e8bbc5,2020-04-11,湖北,46.0,50.0,2300.0
3c3a-43a4-9480-fd3be39ccb56,2020-04-11,湖北,38.0,50.0,1900.0
43de-4eaf-a228-3e8fbc52d14c,2020-04-11,湖北,47.0,50.0,2350.0
f5de-41ca-96f5-d10189fcd992,2020-04-11,湖北,30.0,50.0,1500.0
8bdd-4149-81e1-d03fe75f6493,2020-04-11,湖北,38.0,50.0,1900.0
44da-4b94-8473-5cc72dbb0b19,2020-04-11,湖北,37.0,50.0,1850.0
07bf-4540-9b1e-9ab3b30ca10a,2020-04-11,湖北,48.0,50.0,2400.0
ff13-42ae-88af-93ad9b529541,2020-04-11,湖北,30.0,50.0,1500.0
d707-4d5c-ac10-59d3fd3dc0bb,2020-04-11,江苏,1.0,50.0,50.0
b006-494e-ad6a-c26b7065a436,2020-04-11,湖北,43.0,50.0,2150.0
a69a-4f02-b7c8-f5653a82e75b,2020-04-11,湖北,44.0,50.0,2200.0
1505-4fdd-b1f6-81032342509e,2020-04-11,湖南,7.0,50.0,350.0
535a-4eca-8fa0-9cc54c66e11d,2020-04-11,湖北,42.0,50.0,2100.0
7ef5-4597-8666-b07fb580f159,2020-04-11,湖北,43.0,50.0,2150.0
1996-43c6-bfb0-bc1eb7c625c1,2020-04-11,湖北,43.0,50.0,2150.0
709e-42c1-98fc-0d48b1665c63,2020-04-11,湖北,49.0,50.0,2450.0
c048-45f3-abc6-a72a512d7c2e,2020-04-11,湖北,46.0,50.0,2300.0
f669-4f65-8456-6daddad292d5,2020-04-11,湖北,49.0,50.0,2450.0
fa85-4a2e-8e39-4f4dd3e2494f,2020-04-11,湖北,48.0,50.0,2400.0
317e-4f7b-bc2c-7d447a728a54,2020-04-11,湖北,40.0,50.0,2000.0
